Id Producción,Fecha producción,Unidades,Beneficio total,Referencia pieza,Nombre pieza,Categoría pieza,Beneficio por pieza,Tiempo fabricación (segs),Id Fábrica,Nombre fábrica,País fábrica
6441,08/10/18,715,"11046,75",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",735,3,Fría,Canadá
6442,23/01/22,6,"128,7",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1006,1,Soleada,España
6443,02/11/18,2800,9716,L64283,Racor de reducción,Letreros,"3,47",295,1,Soleada,España
6444,14/08/22,376,"4128,48",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2677,1,Soleada,España
6445,05/01/19,260,"839,8",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",500,2,Nublada,Inglaterra
6446,09/10/20,40320,"139910,4",L64283,Racor de reducción,Letreros,"3,47",776,1,Soleada,España
6447,21/10/19,4,"27,12",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3436,4,Desértica,Mongolia
6448,20/07/20,67,"1203,99",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",464,3,Fría,Canadá
6449,11/08/19,23,"58,88",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1091,4,Desértica,Mongolia
6450,24/03/18,24,"136,08",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3476,1,Soleada,España
6451,01/09/21,600,9270,BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",769,3,Fría,Canadá
6452,31/08/22,98,"2102,1",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",3090,1,Soleada,España
6453,13/02/19,56980,"197720,6",L64283,Racor de reducción,Letreros,"3,47",1986,1,Soleada,España
6454,23/05/19,21,"377,37",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3409,2,Nublada,Inglaterra
6455,21/09/18,787,"12159,15",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",336,1,Soleada,España
6456,05/03/18,100,256,L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2904,4,Desértica,Mongolia
6457,14/01/18,563,"10117,11",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1392,2,Nublada,Inglaterra
6458,20/05/20,53500,148730,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1680,3,Fría,Canadá
6459,21/07/20,74,"419,58",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2015,3,Fría,Canadá
6460,16/12/21,850,"4819,5",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2790,2,Nublada,Inglaterra
6461,02/08/18,69,"161,46",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",1258,3,Fría,Canadá
6462,27/07/20,979,"10749,42",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",327,3,Fría,Canadá
6463,08/12/20,140,"793,8",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",574,1,Soleada,España
6464,11/11/20,435,"7816,95",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3521,1,Soleada,España
6465,09/07/19,6,"34,02",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",835,2,Nublada,Inglaterra
6466,24/11/21,156,"2803,32",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",344,2,Nublada,Inglaterra
6467,20/12/18,3,"7,02",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3429,1,Soleada,España
6468,03/01/22,90000,250200,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",94,2,Nublada,Inglaterra
6469,27/12/20,159,"407,04",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3134,1,Soleada,España
6470,22/11/22,3,"7,68",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2002,4,Desértica,Mongolia
6471,20/06/19,9080,"25242,4",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1716,4,Desértica,Mongolia
6472,11/01/21,288,"3162,24",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",457,1,Soleada,España
6473,22/08/18,805,"3493,7",L94253,rosca BSP macho,Letreros,"4,34",1275,2,Nublada,Inglaterra
6474,22/08/19,30,"140,1",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",642,1,Soleada,España
6475,18/04/18,137,"442,51",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",605,2,Nublada,Inglaterra
6476,26/01/20,77,"436,59",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",660,4,Desértica,Mongolia
6477,21/09/19,302,"706,68",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",1598,1,Soleada,España
6478,29/06/18,922,"5227,74",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",375,2,Nublada,Inglaterra
6479,22/02/19,6,"26,04",L94253,rosca BSP macho,Letreros,"4,34",1679,3,Fría,Canadá
6480,24/11/22,35600,98968,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",3247,2,Nublada,Inglaterra
6481,21/12/18,767,"1794,78",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",940,2,Nublada,Inglaterra
6482,19/02/20,38,"815,1",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2861,1,Soleada,España
6483,30/12/19,5,"11,7",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",191,2,Nublada,Inglaterra
6484,03/11/20,786,"12143,7",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3579,1,Soleada,España
6485,02/03/22,47,"120,32",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1063,3,Fría,Canadá
6486,30/11/20,914,"7010,38",L94783,rosca BSP hembra,Letreros,"7,67",649,3,Fría,Canadá
6487,26/07/18,741,"2393,43",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2268,1,Soleada,España
6488,04/12/21,375,960,L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1132,1,Soleada,España
6489,01/08/18,5,"107,25",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",601,4,Desértica,Mongolia
6490,19/03/20,541,"1747,43",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1362,2,Nublada,Inglaterra
6491,31/08/20,9450,"32791,5",L64283,Racor de reducción,Letreros,"3,47",3043,2,Nublada,Inglaterra
6492,31/05/19,600,1284,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1748,1,Soleada,España
6493,15/09/19,69370,"240713,9",L64283,Racor de reducción,Letreros,"3,47",1476,3,Fría,Canadá
6494,07/09/22,152,"389,12",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1941,1,Soleada,España
6495,05/04/18,873,"5918,94",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",52,3,Fría,Canadá
6496,29/08/21,904,"6933,68",L94783,rosca BSP hembra,Letreros,"7,67",2903,1,Soleada,España
6497,03/07/21,96,"736,32",L94783,rosca BSP hembra,Letreros,"7,67",248,3,Fría,Canadá
6498,17/05/19,60,"406,8",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3297,4,Desértica,Mongolia
6499,07/07/21,141150,302061,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",237,2,Nublada,Inglaterra
6500,24/08/18,6160,"21375,2",L64283,Racor de reducción,Letreros,"3,47",1777,3,Fría,Canadá
6501,03/05/19,686,"12327,42",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2225,2,Nublada,Inglaterra
6502,25/10/22,99,"671,22",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3256,1,Soleada,España
6503,02/08/21,44,"679,8",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2714,1,Soleada,España
6504,28/02/21,33,"223,74",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2146,1,Soleada,España
6505,26/12/19,93,"300,39",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1056,3,Fría,Canadá
6506,07/12/22,854,"1998,36",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",1681,1,Soleada,España
6507,18/02/21,433,"2935,74",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2021,2,Nublada,Inglaterra
6508,17/07/20,12810,"44450,7",L64283,Racor de reducción,Letreros,"3,47",47,1,Soleada,España
6509,22/02/21,203,"1557,01",L94783,rosca BSP hembra,Letreros,"7,67",167,3,Fría,Canadá
6510,08/12/20,977,"7493,59",L94783,rosca BSP hembra,Letreros,"7,67",1976,2,Nublada,Inglaterra
6511,30/09/21,769,"3591,23",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2036,1,Soleada,España
6512,17/04/22,72,"1544,4",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2988,2,Nublada,Inglaterra
6513,18/01/21,437,"4798,26",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1453,3,Fría,Canadá
6514,19/02/22,40,"718,8",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2428,4,Desértica,Mongolia
6515,13/05/22,2646,"9181,62",L64283,Racor de reducción,Letreros,"3,47",2885,4,Desértica,Mongolia
6516,27/06/19,67,"171,52",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",826,4,Desértica,Mongolia
6517,29/03/18,6,"128,7",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1847,3,Fría,Canadá
6518,15/06/18,76,"834,48",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3373,4,Desértica,Mongolia
6519,12/04/21,710,"5445,7",L94783,rosca BSP hembra,Letreros,"7,67",3228,2,Nublada,Inglaterra
6520,15/11/18,17100,47538,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2718,1,Soleada,España
6521,06/08/18,39970,"138695,9",L64283,Racor de reducción,Letreros,"3,47",81,2,Nublada,Inglaterra
6522,02/04/22,2760,"5906,4",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1312,4,Desértica,Mongolia
6523,31/07/19,874,"5925,72",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2792,2,Nublada,Inglaterra
6524,27/04/19,275,"1284,25",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1569,1,Soleada,España
6525,11/07/22,778,"5274,84",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2860,1,Soleada,España
6526,09/11/18,118350,253269,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",174,2,Nublada,Inglaterra
6527,17/11/18,403,"2732,34",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1181,1,Soleada,España
6528,09/03/20,6321,"21933,87",L64283,Racor de reducción,Letreros,"3,47",1699,4,Desértica,Mongolia
6529,23/07/20,388,"2199,96",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1652,3,Fría,Canadá
6530,13/11/18,39130,"135781,1",L64283,Racor de reducción,Letreros,"3,47",721,3,Fría,Canadá
6531,08/02/18,54,"138,24",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2782,4,Desértica,Mongolia
6532,10/05/20,753,"4269,51",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3498,3,Fría,Canadá
6533,07/10/20,87,"667,29",L94783,rosca BSP hembra,Letreros,"7,67",109,3,Fría,Canadá
6534,07/08/19,712,"4827,36",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",352,3,Fría,Canadá
6535,08/10/21,3460,"9618,8",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2439,4,Desértica,Mongolia
6536,27/04/21,107,"1653,15",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2145,3,Fría,Canadá
6537,14/12/20,292,"4511,4",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1565,1,Soleada,España
6538,10/07/21,5,"77,25",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2934,4,Desértica,Mongolia
6539,12/04/20,8,"171,6",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",536,1,Soleada,España
6540,09/01/19,522,"3539,16",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2573,1,Soleada,España
6541,29/09/20,40,"129,2",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1092,4,Desértica,Mongolia
6542,16/12/22,61,"467,87",L94783,rosca BSP hembra,Letreros,"7,67",547,4,Desértica,Mongolia
6543,13/02/21,20,"153,4",L94783,rosca BSP hembra,Letreros,"7,67",165,4,Desértica,Mongolia
6544,03/03/18,731,"1871,36",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1291,3,Fría,Canadá
6545,23/02/19,463,"5083,74",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",937,1,Soleada,España
6546,02/05/22,7800,16692,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3343,2,Nublada,Inglaterra
6547,09/06/21,473,"1106,82",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3230,2,Nublada,Inglaterra
6548,27/09/19,4300,11954,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2329,4,Desértica,Mongolia
6549,12/12/18,634,"4298,52",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",795,1,Soleada,España
6550,13/03/21,893,"2286,08",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",80,2,Nublada,Inglaterra
6551,26/08/20,33500,93130,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",480,1,Soleada,España
6552,28/06/19,69,"322,23",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2020,4,Desértica,Mongolia
6553,27/03/20,331,"2538,77",L94783,rosca BSP hembra,Letreros,"7,67",3552,3,Fría,Canadá
6554,13/04/18,379,"1644,86",L94253,rosca BSP macho,Letreros,"4,34",3576,3,Fría,Canadá
6555,12/08/20,147,"833,49",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1964,1,Soleada,España
6556,18/02/20,992,"6725,76",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2216,3,Fría,Canadá
6557,18/04/22,50,"1072,5",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",169,2,Nublada,Inglaterra
6558,27/07/18,841,"3649,94",L94253,rosca BSP macho,Letreros,"4,34",535,1,Soleada,España
6559,10/05/22,846,"5735,88",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",286,3,Fría,Canadá
6560,05/01/19,301,"770,56",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",291,1,Soleada,España
6561,06/12/22,607,"3441,69",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1450,2,Nublada,Inglaterra
6562,06/07/21,22950,49113,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3180,1,Soleada,España
6563,12/08/19,1,"3,23",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",256,3,Fría,Canadá
6564,13/01/22,31,"664,95",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",3283,1,Soleada,España
6565,03/05/19,58,"896,1",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2944,2,Nublada,Inglaterra
6566,31/12/22,272,"4887,84",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2630,1,Soleada,España
6567,15/11/18,3540,"9841,2",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2252,4,Desértica,Mongolia
6568,11/02/18,84000,233520,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2688,3,Fría,Canadá
6569,13/04/22,683,"4630,74",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",937,2,Nublada,Inglaterra
6570,30/05/20,8,"18,72",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",141,3,Fría,Canadá
6571,30/10/22,768,"1797,12",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",1754,3,Fría,Canadá
6572,14/08/19,69,"1066,05",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3164,4,Desértica,Mongolia
6573,15/10/20,12585,"26931,9",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1485,4,Desértica,Mongolia
6574,29/10/22,41,"736,77",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3553,4,Desértica,Mongolia
6575,22/01/22,2,"35,94",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1274,1,Soleada,España
6576,08/02/20,969,"7432,23",L94783,rosca BSP hembra,Letreros,"7,67",2566,1,Soleada,España
6577,01/07/18,22,"51,48",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",1599,4,Desértica,Mongolia
6578,17/04/18,964,"6535,92",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2880,3,Fría,Canadá
6579,08/12/18,769,"5213,82",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1073,3,Fría,Canadá
6580,20/10/21,36,"204,12",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3449,3,Fría,Canadá
6581,06/09/21,350,"1214,5",L64283,Racor de reducción,Letreros,"3,47",3288,1,Soleada,España
6582,03/06/19,5170,"14372,6",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",715,4,Desértica,Mongolia
6583,27/07/19,544,"2360,96",L94253,rosca BSP macho,Letreros,"4,34",1159,3,Fría,Canadá
6584,19/07/20,25,"141,75",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2946,3,Fría,Canadá
6585,21/03/18,394,"1709,96",L94253,rosca BSP macho,Letreros,"4,34",298,1,Soleada,España
6586,01/12/18,94,"532,98",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2569,4,Desértica,Mongolia
6587,02/01/20,13370,"46393,9",L64283,Racor de reducción,Letreros,"3,47",1495,1,Soleada,España
6588,20/01/18,121,"1328,58",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1255,2,Nublada,Inglaterra
6589,03/06/21,65,"303,55",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1937,2,Nublada,Inglaterra
6590,27/12/22,18,"78,12",L94253,rosca BSP macho,Letreros,"4,34",1959,3,Fría,Canadá
6591,27/06/18,617,"1579,52",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",803,2,Nublada,Inglaterra
6592,20/08/19,10600,29468,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",874,3,Fría,Canadá
6593,27/04/18,3,"64,35",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1034,2,Nublada,Inglaterra
6594,06/03/22,108,"252,72",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",1985,3,Fría,Canadá
6595,17/07/22,633,"2956,11",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2601,1,Soleada,España
6596,25/09/20,46,"352,82",L94783,rosca BSP hembra,Letreros,"7,67",2265,4,Desértica,Mongolia
6597,10/10/18,2,"42,9",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",3111,1,Soleada,España
6598,06/10/20,216,"552,96",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1202,3,Fría,Canadá
6599,13/02/22,506,"3430,68",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",226,2,Nublada,Inglaterra
6600,29/04/20,57,"184,11",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",651,3,Fría,Canadá
6601,01/03/18,773,"4382,91",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",400,2,Nublada,Inglaterra
6602,24/08/19,6,"128,7",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",794,1,Soleada,España
6603,24/01/18,26100,55854,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2447,2,Nublada,Inglaterra
6604,29/04/18,135300,289542,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2729,1,Soleada,España
6605,20/02/18,92,"1653,24",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3522,4,Desértica,Mongolia
6606,11/06/18,404,"1753,36",L94253,rosca BSP macho,Letreros,"4,34",1516,3,Fría,Canadá
6607,03/03/22,4170,"11592,6",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",593,4,Desértica,Mongolia
6608,01/05/18,840,"2914,8",L64283,Racor de reducción,Letreros,"3,47",3451,1,Soleada,España
6609,10/09/21,908,"16316,76",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3516,1,Soleada,España
6610,21/02/21,798,"14340,06",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",786,2,Nublada,Inglaterra
6611,16/05/19,950,2641,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1503,4,Desértica,Mongolia
6612,25/12/18,312,"2115,36",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2605,3,Fría,Canadá
6613,04/06/20,14560,"50523,2",L64283,Racor de reducción,Letreros,"3,47",3402,3,Fría,Canadá
6614,25/12/21,532,"1244,88",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2439,2,Nublada,Inglaterra
6615,03/10/20,49,"277,83",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2070,3,Fría,Canadá
6616,03/12/22,615,"1439,1",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3112,1,Soleada,España
6617,10/08/22,130,"564,2",L94253,rosca BSP macho,Letreros,"4,34",2137,1,Soleada,España
6618,19/10/21,50,339,T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2878,4,Desértica,Mongolia
6619,16/12/18,488,"2117,92",L94253,rosca BSP macho,Letreros,"4,34",610,2,Nublada,Inglaterra
6620,25/11/20,124,"400,52",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",823,1,Soleada,España
6621,28/09/19,754,"8278,92",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1667,1,Soleada,España
6622,21/09/22,23,"107,41",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",616,4,Desértica,Mongolia
6623,21/08/19,54,"306,18",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1817,4,Desértica,Mongolia
6624,13/11/18,19,"107,73",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3524,2,Nublada,Inglaterra
6625,30/11/18,388,"1683,92",L94253,rosca BSP macho,Letreros,"4,34",3549,3,Fría,Canadá
6626,25/08/21,2,"42,9",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1220,2,Nublada,Inglaterra
6627,17/09/20,4,"18,68",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",592,1,Soleada,España
6628,03/03/18,560,"1808,8",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3349,2,Nublada,Inglaterra
6629,30/01/21,62,"158,72",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3491,4,Desértica,Mongolia
6630,31/10/22,37,"283,79",L94783,rosca BSP hembra,Letreros,"7,67",3142,1,Soleada,España
6631,15/06/22,94,"438,98",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2893,2,Nublada,Inglaterra
6632,18/02/19,289,"676,26",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",175,1,Soleada,España
6633,16/09/19,16,"108,48",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1298,4,Desértica,Mongolia
6634,10/10/19,14,"300,3",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2883,3,Fría,Canadá
6635,03/09/20,9,"193,05",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",347,1,Soleada,España
6636,18/12/20,4140,"11509,2",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",46,4,Desértica,Mongolia
6637,27/04/18,90,"390,6",L94253,rosca BSP macho,Letreros,"4,34",167,4,Desértica,Mongolia
6638,06/04/20,3,"13,02",L94253,rosca BSP macho,Letreros,"4,34",416,3,Fría,Canadá
6639,02/03/22,58,"636,84",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2912,1,Soleada,España
6640,12/07/18,68,"1458,6",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2659,1,Soleada,España
6641,14/04/22,101,"258,56",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2891,3,Fría,Canadá
6642,09/01/20,941,"6379,98",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3280,2,Nublada,Inglaterra
6643,04/02/22,6,"92,7",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2989,2,Nublada,Inglaterra
